,cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
1497,166,672.7757576,521.3992727,2466.006909,62.18667697,1.0442266,42.48484848,376.1683515,2399.203818,74.04639212,25.95360788,1.008569412,0.934922416,1244.973283,889.9020408,248.9158774,293.1752726,470.0523957,7.510437584,0.114470567,21.3114552,286.1554245,622.5286294,5.006090024,5.006090024,0.106286914,0.035076787,277.1091555,297.5308167,165,cyto,q_3n,q_3f,Control,M,221101,CD69-,NK-Cells
1897,117,564.3333333,585.1298121,2949.110061,59.26146303,1.021589042,42.22424242,480.6516242,2575.041697,72.95171818,27.04828182,0.988465061,0.928144532,1444.493387,1034.680989,147.0773537,370.9883758,2844.730149,11.17890564,0.119088211,31.67621088,278.4374187,566.4235857,7.029465726,7.029465726,0.087758358,0.051203048,320.8732404,291.9253929,165,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
437,73,742.6545455,633.3026667,2880.779818,45.44563333,1.066542618,139.4727273,312.6426485,2456.26097,67.30126364,32.69873636,1.071953467,0.845074596,1852.369251,1011.198893,88.41363807,295.9448224,252.993985,7.333773629,0.113549412,46.19346428,61.65965467,151.3521089,3.350192661,3.350192661,0.11238634,0.026317887,282.0931989,100.430129,165,cyto,a_6n,a_6f,Activated,M,221101,CD69-,NK-Cells
1205,82,489.7771084,476.2686687,2544.815904,66.30649337,1.009259434,44.8253012,582.6858494,2844.098193,72.84289759,27.15710241,1.013353211,0.915036133,1155.228066,1173.851475,115.5232825,283.2767308,573.123521,7.036902296,0.106061523,14.81521203,308.9156526,726.892918,6.333770867,6.333770867,0.09236758,0.026502846,237.6632402,296.4020339,166,cyto,q_2n,q_2f,Control,M,221101,CD69-,NK-Cells
1660,84,491.3493976,615.0566687,2820.685482,60.22823072,1.004763584,45.26506024,451.6816807,2498.383373,71.11673313,28.88326687,0.970359386,0.910609466,1454.142871,1028.04315,143.7799188,352.9135896,738.5860249,11.02506298,0.113509449,22.11462389,233.9885993,680.2288654,5.280783237,5.280783237,0.08898175,0.046482136,295.1995197,277.1332804,166,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
1907,137,663.0060241,509.4171205,2605.695361,63.85278916,1.047083783,59.93373494,499.7101205,2716.18747,74.04396325,25.95603675,0.9947155,0.916223475,1249.148352,1061.172378,292.4436956,319.0736546,604.6439254,8.097106052,0.11415809,51.07203891,271.6142824,646.529536,4.548787921,4.548787921,0.118554971,0.057371982,291.3105857,286.2107652,166,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
53,39,613.2168675,509.1247831,2539.991325,62.66075301,1.000516922,59.64457831,282.7078018,2229.393253,71.57051988,28.42948012,0.986343066,0.906997859,1260.467073,832.8480175,226.1261138,274.9362984,415.6444637,8.596025947,0.123159842,21.8665415,133.7751281,241.1407448,4.0212013,4.0212013,0.086482894,0.030008102,325.6227003,137.2445146,166,cyto,a_1n,a_1f,Activated,M,221101,CD69-,NK-Cells
217,22,494.5481928,598.0641988,2832.078193,58.20514699,1.049756283,36.95180723,457.2234277,2546.553614,73.36234157,26.63765843,1.012962807,0.930752706,1514.45351,995.0724538,28.93012632,346.5187419,525.0375097,9.159366402,0.113191963,14.9604761,262.6172855,618.7992512,5.596537732,5.596537732,0.106595839,0.026181374,319.6941282,249.2865357,166,cyto,a_3n,a_3f,Activated,M,221101,CD69-,NK-Cells
220,33,869.186747,440.9938494,2624.810964,58.78031687,1.038000108,49.05421687,483.3174036,2688.283795,72.24164217,27.75835783,0.966142922,0.946677995,1338.326431,1075.649465,287.5943609,113.7207124,185.8049463,5.470837986,0.112086575,33.67334276,327.2288472,725.3819227,6.107050895,6.107050895,0.112825014,0.02659131,178.6099426,312.8701707,166,cyto,a_3n,a_3f,Activated,M,221101,CD69-,NK-Cells
379,136,952.6084337,447.7143855,2472.473133,62.28313735,1.034874928,69.39759036,463.8056386,2655.047831,72.93030663,27.06969337,0.962287982,0.93293674,1212.688223,1037.426144,400.0569774,173.6761554,215.4440986,8.149299311,0.125117277,67.7712623,281.1754427,702.0546883,5.831471632,5.831471632,0.114127057,0.052733158,242.8882138,264.0398211,166,cyto,a_5n,a_5f,Activated,M,221101,CD69-,NK-Cells
548,147,546,554.0459639,2797.973735,64.7475747,1.022750488,52.81927711,422.5981928,2502.190542,72.56132892,27.43867108,1.002700976,0.904001393,1309.497127,984.240048,237.4831158,309.0673958,752.381446,9.247200347,0.106928717,39.87180809,229.0463184,511.8532563,4.548045704,4.548045704,0.090318785,0.066518828,277.3715465,240.8501004,166,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
949,37,1123.077844,552.2142275,2908.838683,49.59359222,1.058879204,104.3113772,354.5396467,2393.812455,67.05426108,32.94573892,0.972689443,0.916110576,1734.594306,1017.077829,286.7458678,237.3086267,284.2533462,5.932146344,0.130777708,68.5989659,212.0430137,461.6636637,4.559554187,4.559554187,0.080823458,0.045143832,268.7353689,200.0395856,167,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
1665,89,651.9520958,469.7902156,2569.250659,60.53662395,1.055941371,47.95808383,442.4375689,2471.14976,70.7910515,29.2089485,0.968409946,0.92348574,1274.513933,1022.019965,202.0734034,283.2019532,646.8257563,8.305023,0.101067839,27.75524552,257.8598361,514.4137172,5.892186784,5.892186784,0.099117064,0.056448259,296.2473092,227.3303161,167,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
1824,9,599.7904192,594.7792695,2757.932275,60.15182455,1.04827603,43.19161677,412.8126287,2554.412216,72.1788012,27.8211988,0.943185713,0.925851402,1419.572977,994.5681504,216.0180669,384.1416364,740.3300521,10.59220614,0.125232581,26.18077427,208.9405486,563.7956152,5.390433101,5.390433101,0.093946667,0.051270527,300.3186265,227.4457005,167,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
137,51,528.8083832,667.2837395,2986.382635,52.79857725,1.044442743,69.54491018,457.344497,2835.913952,70.2952485,29.7047515,1.000200677,0.889984711,1729.921137,1150.087705,85.64875977,365.8433712,617.1775961,10.44833294,0.111269492,39.74265206,257.8114283,680.9289157,5.590282407,5.590282407,0.122027322,0.049035766,305.831551,282.5523598,167,cyto,a_2n,a_2f,Activated,M,221101,CD69-,NK-Cells
241,104,753.1856287,603.6901617,2927.490838,48.75944671,1.078305707,44.5988024,564.4013114,2936.962275,73.72737605,26.27262395,0.979585695,0.944003706,1773.631376,1159.429943,62.9782543,327.7667868,545.0006794,7.839764049,0.115729498,23.13711353,337.3470937,970.1469963,7.055893915,7.055893915,0.105813338,0.028840366,298.0559014,383.8045966,167,cyto,a_3n,a_3f,Activated,M,221101,CD69-,NK-Cells
515,44,638.2934132,491.5090479,2656.874251,63.01732635,1.035387018,65.61676647,488.2071916,2527.650958,73.2691521,26.7308479,1.031995401,0.907921465,1275.891931,1016.046579,232.6829714,253.8675859,539.5656101,8.138861506,0.130281204,38.2020211,353.4597062,714.8931953,7.113968837,7.113968837,0.109182609,0.039512016,278.5336489,348.764433,167,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
175,59,770.9880952,403.678881,2503.96125,64.15786905,1.034270518,27.81547619,434.2001357,2604.773631,77.42819702,22.57180298,1.039694768,0.961297903,1154.241595,909.6600064,272.5853816,111.6262799,310.4719518,5.178518466,0.099860729,13.2870834,312.5036426,760.3252184,4.562526992,4.562526992,0.131353986,0.021022268,185.5760248,349.1454276,168,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
1199,70,621.2142857,554.784994,2714.799107,63.69468274,1.017750577,50.0952381,484.7884167,2544.838571,72.00758571,27.99241429,1.000962869,0.92858957,1310.264022,1043.379289,224.8067738,334.6101972,690.525285,8.667415317,0.114149177,30.89275211,302.5118809,713.906534,6.829060423,6.829060423,0.118853232,0.029305944,265.8560953,313.5439549,168,cyto,q_2n,q_2f,Control,M,221101,CD69-,NK-Cells
869,81,574.4702381,615.6064464,2844.35006,60.69147262,1.055579012,59.20238095,455.9096607,2716.010774,71.09468036,28.90531964,1.011784405,0.908111919,1452.328535,1089.277082,224.9299538,384.7105971,832.0771106,11.12011758,0.11744485,40.81777227,250.0877964,653.2545054,5.798922064,5.798922064,0.10182697,0.046547421,348.6849598,264.198817,168,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
896,145,548.797619,662.4286429,2806.433929,56.6065625,1.015984625,33.48809524,330.374369,2220.808631,75.02516369,24.97483631,0.970765339,0.938853698,1567.033583,794.2047078,141.5401409,404.9602451,610.3130727,10.70915217,0.107973618,12.65715016,215.341826,550.9863566,4.70832679,4.70832679,0.108740142,0.02773705,315.5117319,266.857178,168,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
227,122,963.2544379,447.307645,2528.034793,63.23081657,1.039128071,119.0650888,385.2222485,2541.079882,70.0810503,29.9189497,1.020644112,0.896372813,1208.911793,1024.27925,435.7112416,150.8344702,216.2043609,6.421467029,0.109039156,84.73137821,115.7542145,347.647306,3.835759504,3.835759504,0.092407095,0.052573803,196.6535171,139.6316035,169,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
235,137,828.7633136,452.3852899,2564.238639,65.61259527,1.051558899,55.00591716,361.0704675,2341.47355,72.41276864,27.58723136,1.00086016,0.939413018,1173.335626,898.5965413,275.5069411,170.3671764,402.3669332,5.96326902,0.119278743,34.00393833,154.558801,411.7166633,4.417853322,4.417853322,0.103666414,0.019943711,209.4236431,158.5261517,169,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
532,23,673.0177515,476.2940947,2574.248521,59.89758166,1.018276,41.84615385,377.3164734,2366.756509,73.62698994,26.37301006,0.928051467,0.939318782,1311.732198,898.9312172,170.1996892,225.7508566,314.6586313,7.549343513,0.124053049,19.31474887,182.202507,476.2750817,4.911970368,4.911970368,0.08565552,0.026794305,269.1121745,254.554422,169,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
1438,77,741.7100592,515.1668166,2582.000651,57.51539941,1.041399189,58.58579882,415.3251893,2739.907929,74.24500828,25.75499172,1.001020036,0.931487394,1378.46508,999.4791565,355.8749847,252.8121011,416.1056155,7.78197035,0.126542279,47.04373636,183.8304435,570.0206301,4.564183889,4.564183889,0.110408698,0.032720438,233.9013874,210.6084297,169,cyto,q_3n,q_3f,Control,M,221101,CD69-,NK-Cells
1656,76,494.4911243,465.4015148,2471.437988,68.00937811,1.011846657,40.18934911,341.8520207,2291.93568,77.84350414,22.15649639,1.027789077,0.925614433,1095.802756,767.0834094,125.5203511,239.3533998,542.2805315,5.898589548,0.1080938,21.0014088,281.6014585,653.789853,4.410761552,4.410759927,0.103816376,0.033150682,248.1472297,334.581626,169,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
638,106,562.6213018,466.3503373,2508.516272,66.34789704,1.024291503,40.58579882,482.0955148,2891.791065,77.60729822,22.39270213,0.934232456,0.929988229,1138.974959,992.1125972,183.0013623,245.4004477,519.5172117,6.950314443,0.115069802,17.91497876,186.8606453,817.6926956,5.803308698,5.803307849,0.076077916,0.026743796,236.0288364,200.2252653,169,cyto,q_3n,q_3f,Control,M,221101,CD69+,NK-Cells
742,31,698.9940828,529.088787,2558.893136,60.75908166,1.042305964,55.02366864,421.9949941,2599.755385,73.81945266,26.18054734,0.931358272,0.924021407,1307.120278,986.4570024,276.8710267,298.5563919,590.2608043,8.515499743,0.114725193,43.0911206,132.1763798,343.5663895,3.690946355,3.690946355,0.102668095,0.056489493,276.7094357,135.3104151,169,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
881,114,667.7633136,543.783,2629.845799,61.48753964,1.037927947,47.28994083,443.7664911,2736.028698,73.13634734,26.86365266,1.004480024,0.929103396,1324.19126,1041.492648,251.6600898,321.0609731,628.8871201,9.227435821,0.096738942,31.07180556,166.2937815,631.4982762,4.692961106,4.692961106,0.111211559,0.045515282,286.5306231,186.908242,169,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
362,43,648.0117647,669.091,3203.768294,53.07347059,1.0470607,55.47647059,442.7402765,2602.193353,73.12629118,26.87370888,0.995907429,0.919062679,1720.459253,1012.802085,167.910232,397.5792524,1934.691155,13.37700885,0.105983311,37.8561905,240.8754574,598.9494783,4.363069244,4.363068977,0.113155005,0.054821023,322.5919143,270.8893849,170,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
772,107,769.3529412,683.7361471,3003.794176,48.02729588,1.061197671,63.14705882,407.9968118,2649.941118,68.51874294,31.48125706,0.978594406,0.925187205,1871.394581,1101.008442,118.4926738,340.322954,400.6599231,8.375784168,0.109973681,24.29226915,217.9906586,559.8883954,4.451017613,4.451017613,0.113321055,0.023501562,320.3442322,229.198872,170,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
1237,127,577.4882353,524.1308118,2606.952941,66.55673471,1.028751747,80.53529412,409.1000824,2461.698765,71.22518765,28.77481235,0.999831612,0.874816681,1201.798831,993.2303699,255.1957652,309.4258302,600.031917,7.418798857,0.131711511,70.39400056,265.9997459,500.2964486,5.964512533,5.964512533,0.132288802,0.090937148,249.4349638,243.3297373,170,cyto,q_2n,q_2f,Control,M,221101,CD69-,NK-Cells
1434,72,626.9705882,710.0867353,2886.443,59.44990765,1.0196024,59.78823529,447.8801882,2702.003941,73.59138294,26.40861706,0.955979159,0.920685683,1559.956916,1032.146415,197.035888,431.7207855,685.4686853,11.9272862,0.114638001,48.02183776,255.1208395,599.891658,4.070733741,4.070733741,0.101592654,0.039621913,307.258249,274.7570043,170,cyto,q_3n,q_3f,Control,M,221101,CD69-,NK-Cells
1856,58,502.8058824,551.2706353,2787.997529,59.37002765,1.011615547,33.06470588,451.2179412,2834.427,75.61524176,24.38475824,0.954807835,0.935820816,1421.787476,1020.344428,93.92224513,348.1355862,747.6429977,9.99404671,0.105574413,12.74192823,187.5579342,547.2255945,5.113459713,5.113459713,0.107687923,0.029444638,272.4569465,218.6236601,170,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
1898,119,480.2529412,649.9373824,2841.766412,63.72522235,1.047981094,66.02941176,396.6577294,2569.980706,71.68618765,28.31381235,1.015771553,0.879273609,1403.05327,1002.301186,84.76392988,365.8318529,821.6214613,11.20427244,0.106042501,37.17469179,222.3339418,535.2376465,5.409520525,5.409520525,0.11403157,0.062245933,292.4382108,252.716479,170,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
1918,154,651.8411765,559.1183176,2631.419235,55.60290353,1.059767959,47.68823529,420.2502412,2520.378765,72.00268118,27.99731882,0.975624188,0.929174351,1461.978274,993.2496768,260.261256,302.0312991,485.7705429,8.880188609,0.100363264,38.60362037,197.5886714,572.7670194,6.663520302,6.663520302,0.097292506,0.048006481,288.5464656,215.899987,170,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
65,81,652.2294118,479.9453588,2547.243588,65.47970647,1.039051888,38.1,373.9808118,2444.407588,76.69512529,23.30487471,0.964378929,0.944274367,1189.239447,844.5574804,205.973458,251.3769185,463.7709349,11.05235702,0.111166189,23.70994598,172.8141449,469.9206415,4.912214605,4.912214605,0.102756023,0.029817733,346.7388952,178.7560083,170,cyto,a_1n,a_1f,Activated,M,221101,CD69-,NK-Cells
334,4,708.9473684,512.1868304,2634.580351,67.44183392,1.049852637,77.59064327,350.5484035,2469.802339,72.99669532,27.00330468,0.934675187,0.891722679,1191.344666,920.0057545,252.9238728,295.2321336,590.0895235,8.146382715,0.113647103,43.62779369,128.0981164,295.9928259,3.193170814,3.193170814,0.090877907,0.060361118,306.4048993,158.9888337,171,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
1658,81,507.754386,555.3317953,2724.296725,62.56277485,1.024703345,38.83625731,479.1537485,2649.032924,72.83404561,27.16595439,0.99780686,0.924743172,1348.258815,1055.076339,131.1657166,328.9290515,588.547728,8.718793717,0.106146298,19.04938091,287.3765796,623.2768785,6.417284906,6.417284906,0.091840356,0.040808126,293.6043676,282.0756195,171,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
1855,57,562.8304094,581.5932456,2700.551696,55.21798129,0.997884947,62.25730994,389.2476959,2449.757251,71.63307368,28.36692632,0.974238784,0.898718373,1503.88816,962.1832659,118.6391484,364.4221738,583.625605,10.0630013,0.106746412,38.50826331,204.4814035,482.5470757,4.792240909,4.792240909,0.097208269,0.062267986,296.8960369,210.9157445,171,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
219,26,586.4093567,537.7702339,2702.955146,55.85213333,1.058585164,34.32748538,456.7386784,2875.24117,73.05990643,26.94009357,1.024548842,0.944611026,1482.827347,1083.888644,39.45744879,271.2201392,369.5183185,7.650463443,0.113453529,11.61278728,238.0615898,706.8146682,5.653296274,5.653296274,0.097102492,0.018579168,230.7051505,236.7812324,171,cyto,a_3n,a_3f,Activated,M,221101,CD69-,NK-Cells
525,78,789.2982456,463.8513801,2444.662339,64.97018304,1.026264158,51.02339181,390.4074678,2421.100585,72.80346374,27.19653626,1.027241357,0.936379988,1148.183117,936.8364106,352.7627247,182.753714,381.3669181,5.295235823,0.105692076,26.50326355,166.0041402,399.1418421,4.040162355,4.040162355,0.096639384,0.029774968,160.9151008,184.6445912,171,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
179,65,757.6337209,531.5702093,2748.715407,51.00173779,1.053022192,79.24418605,501.3786337,2870.142267,64.88204709,35.11795291,1.014251349,0.906826592,1610.464496,1306.09983,161.9288329,278.210001,277.7180942,6.32055855,0.124639463,37.91123398,290.6631018,650.373161,8.508223084,8.508223084,0.075912093,0.035667799,279.258013,258.8072011,172,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
1166,28,689.8430233,472.3019709,2494.022384,64.32018721,1.041543907,93.28488372,408.7330814,2562.458663,69.29225116,30.70774884,1.037500227,0.886053175,1183.336424,1061.144893,253.9214176,211.6120117,443.586502,5.792140122,0.102072531,62.70757533,168.3394002,425.2244403,4.51296965,4.51296965,0.097122022,0.056909073,199.607342,155.5235409,172,cyto,q_2n,q_2f,Control,M,221101,CD69-,NK-Cells
1867,70,614.0174419,649.7679419,3091.498547,56.10716221,1.026266913,47.15697674,578.1747733,2885.533547,73.43292558,26.56707442,1.002831727,0.923669161,1589.092655,1155.227551,160.5010238,393.732724,3610.670557,10.86415338,0.108329353,25.34288389,317.3029776,827.9284003,7.394810657,7.394810657,0.107260014,0.047502309,337.4081197,277.294277,172,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
75,113,616.255814,641.9370174,2856.596337,62.55546802,1.040887808,32.13372093,349.578314,2538.0925,75.5279186,24.4720814,0.973254547,0.950740494,1442.594668,878.8057708,197.442963,301.8766321,655.0462516,9.802768338,0.110660314,19.54450977,197.7570775,518.9127894,2.748076257,2.748076257,0.113119634,0.017843626,304.6343903,230.441078,172,cyto,a_1n,a_1f,Activated,M,221101,CD69-,NK-Cells
234,78,887.0581395,419.1682442,2588.12343,63.75270349,1.043032163,34.37790698,423.503314,2573.886047,74.85225,25.14775,0.995401424,0.961232735,1203.433448,951.0306765,194.0167506,121.2824535,255.8229498,5.747195774,0.118499077,10.40423779,191.0769147,537.5535744,5.104605279,5.104605279,0.086567468,0.013896226,203.0147185,193.4977327,172,cyto,a_3n,a_3f,Activated,M,221101,CD69-,NK-Cells
1491,155,458.4739884,707.8335318,3023.652254,63.30984451,0.994119855,33.19653179,512.8384798,2769.136358,74.28144798,25.71855202,0.996634185,0.931045162,1501.094944,1077.24157,127.3141403,380.0551863,882.6106132,12.32985539,0.110548704,14.38856901,269.2175416,716.5917081,4.77201911,4.77201911,0.109656882,0.026738589,263.6545717,302.9202189,173,cyto,q_3n,q_3f,Control,M,221101,CD69-,NK-Cells
142,64,646.2254335,459.9315607,2631.256879,63.58750462,1.00850441,38.03468208,497.1018324,2836.36763,74.27748844,25.72251156,0.957571133,0.946006077,1237.555233,1082.850218,226.40081,213.8360491,427.8014116,7.990950812,0.112806794,24.98392412,230.0017544,581.9609468,4.971187838,4.971187838,0.107059094,0.022576289,252.703029,229.3473679,173,cyto,a_2n,a_2f,Activated,M,221101,CD69-,NK-Cells
